district_name,state_name,lat,lon
Junagadh,Gujarat,20.9295,70.5473
Kachchh,Gujarat,23.4806,68.8219
Kheda,Gujarat,22.8877,73.0188
Mahesana,Gujarat,23.5294,72.4555
Narmada,Gujarat,21.7067,73.684
Navsari,Gujarat,20.867,72.8618
Panch Mahals,Gujarat,22.8044,73.6198
Patan,Gujarat,23.8063,71.7516
Porbandar,Gujarat,21.5509,69.719
Rajkot,Gujarat,22.406,70.8368
Sabar Kantha,Gujarat,23.718,73.1364
Surat,Gujarat,21.2576,72.9349
Surendranagar,Gujarat,22.8267,71.4836
The Dangs,Gujarat,20.8016,73.6884
Vadodara,Gujarat,22.2613,73.4943
Valsad,Gujarat,20.4424,72.9149
Ambala,Haryana,30.3504,76.9497
Bhiwani,Haryana,28.7289,76.0211
Faridabad,Haryana,28.1487,77.3272
Fatehabad,Haryana,29.573,75.5461
Gurgaon,Haryana,28.0439,77.0194
Hisar,Haryana,29.2363,75.8432
Jhajjar,Haryana,28.5965,76.6114
Jind,Haryana,29.4515,76.296
Kaithal,Haryana,29.9607,76.377
Karnal,Haryana,29.7032,76.8749
Kurukshetra,Haryana,30.0565,76.7877
Mahendragarh,Haryana,28.1352,76.1402
Panchkula,Haryana,30.7009,76.9717
Panipat,Haryana,29.3435,76.929
Rewari,Haryana,28.1916,76.5596
Rohtak,Haryana,28.8925,76.5312
Sirsa,Haryana,29.6358,74.9097
Sonepat,Haryana,29.0581,76.8559
Yamuna Nagar,Haryana,30.2647,77.3165
Bilaspur,Himachal Pradesh,31.378,76.6532
Chamba,Himachal Pradesh,32.6674,76.3935
Hamirpur,Himachal Pradesh,31.6767,76.4977
Kangra,Himachal Pradesh,32.1409,76.4121
Kinnaur,Himachal Pradesh,31.6067,78.5161
Kullu,Himachal Pradesh,31.9091,77.4092
Lahul and Spiti,Himachal Pradesh,32.5172,77.6247
Mandi,Himachal Pradesh,31.6358,76.9656
Shimla,Himachal Pradesh,31.1557,77.6257
Sirmaur,Himachal Pradesh,30.6828,77.4318
Solan,Himachal Pradesh,31.0386,76.9444
Una,Himachal Pradesh,31.5833,76.1835
Anantnag (Kashmir South),Jammu and Kashmir,33.7603,75.3039
Bagdam,Jammu and Kashmir,33.9326,74.798
Baramula (Kashmir North),Jammu and Kashmir,34.3813,74.7636
Doda,Jammu and Kashmir,33.3596,76.0716
Jammu,Jammu and Kashmir,32.7132,74.8478
Kargil,Jammu and Kashmir,33.566,76.6368
Kathua,Jammu and Kashmir,32.5178,75.589
Kupwara (Muzaffarabad),Jammu and Kashmir,34.5992,74.2159
Ladakh (Leh),Jammu and Kashmir,33.5858,78.3073
Pulwama,Jammu and Kashmir,33.8841,75.0092
Punch,Jammu and Kashmir,33.7912,74.2959
Rajauri,Jammu and Kashmir,33.2723,74.4078
Srinagar,Jammu and Kashmir,34.2731,75.1102
Udhampur,Jammu and Kashmir,33.0477,75.1529
Bokaro,Jharkhand,23.6815,85.984
Chatra,Jharkhand,24.1162,84.933
Deoghar,Jharkhand,24.3307,86.757
Dhanbad,Jharkhand,23.8545,86.4037
Dumka,Jharkhand,24.275,87.2766
Garhwa,Jharkhand,24.0821,83.6866
Giridih,Jharkhand,24.3058,86.0871
Godda,Jharkhand,24.8189,87.2942
Gumla,Jharkhand,23.0785,84.5506
Hazaribag,Jharkhand,23.9432,85.4944
Jamtara,Jharkhand,23.9787,86.9533
Koderma,Jharkhand,24.5567,85.7169
Latehar,Jharkhand,23.7251,84.483
Lohardaga,Jharkhand,23.4888,84.6605
Pakur,Jharkhand,24.5726,87.6969
Palamu,Jharkhand,24.1969,84.2031
Pashchim Singhbhum,Jharkhand,22.3994,85.541
Purba Singhbhum,Jharkhand,22.5913,86.5091
Ranchi,Jharkhand,23.1842,85.3178
Sahibganj,Jharkhand,24.9367,87.6826
Saraikela Kharsawan,Jharkhand,22.8559,85.8961
Simdega,Jharkhand,22.6088,84.5919
Bagalkot,Karnataka,16.1586,75.6453
Bangalore Rural,Karnataka,12.9368,77.4737
Bangalore Urban,Karnataka,12.9019,77.5869
Belgaum,Karnataka,16.1611,74.7233
Bellary,Karnataka,15.0744,76.4723
Bidar,Karnataka,17.9504,77.1946
Bijapur,Karnataka,16.8402,75.9591
Chamrajnagar,Karnataka,11.9525,77.0238
Chikmagalur,Karnataka,13.4253,75.6763
Chitradurga,Karnataka,14.291,76.5782
Dakshin Kannad,Karnataka,12.8912,74.9622
Davanagere,Karnataka,14.3304,75.9172
Dharwad,Karnataka,15.3438,75.1383
Gadag,Karnataka,15.5071,75.6486
Gulbarga,Karnataka,17.0705,76.875
Hassan,Karnataka,12.9451,76.1105
Haveri,Karnataka,14.7376,75.3961
Kodagu,Karnataka,12.3968,75.7934
Kolar,Karnataka,13.3128,78.0138
Koppal,Karnataka,15.6512,76.1617
Mandya,Karnataka,12.5749,76.8157
Mysore,Karnataka,12.2481,76.5288
Raichur,Karnataka,16.0508,76.8737
Shimoga,Karnataka,14.0638,75.1788
Tumkur,Karnataka,13.5925,77.023
Udupi,Karnataka,13.4504,74.7201
Uttar Kannand,Karnataka,14.539,74.3523
Alappuzha,Kerala,9.5426,76.3801
Ernakulam,Kerala,10.0049,76.2696
Idukki,Kerala,9.8048,77.0459
Kannur,Kerala,11.9415,75.3521
Kasaragod,Kerala,12.3331,75.0777
Kollam,Kerala,8.9294,76.6361
Kottayam,Kerala,9.6437,76.4606
Kozhikode,Kerala,11.3929,75.7116
Malappuram,Kerala,10.9733,75.9391
Palakkad,Kerala,10.7849,76.4998
Pattanamtitta,Kerala,9.2913,76.8641
Thiruvananthapuram,Kerala,8.5371,76.8871
Thrissur,Kerala,10.4589,76.1232
Wayanad,Kerala,11.7153,76.0759
Kavaratti,Lakshadweep,10.4364,72.8299
Anuppur,Madhya Pradesh,23.1818,81.8656
Ashoknagar,Madhya Pradesh,24.631,77.8297
Balaghat,Madhya Pradesh,21.8002,80.4217
Barwani,Madhya Pradesh,21.7021,74.91
Betul,Madhya Pradesh,21.9646,77.7873
Bhind,Madhya Pradesh,26.3595,78.7618
Bhopal,Madhya Pradesh,23.4807,77.3925
Burhanpur,Madhya Pradesh,21.3646,76.2446
Chhatarpur,Madhya Pradesh,24.8136,79.5645
Chhindwara,Madhya Pradesh,22.228,78.7641
Damoh,Madhya Pradesh,23.7662,79.4705
Datia,Madhya Pradesh,25.9023,78.6392
Dewas,Madhya Pradesh,22.7851,76.4609
Dhar,Madhya Pradesh,22.5727,75.1106
Dindori,Madhya Pradesh,22.8374,81.0433
East Nimar,Madhya Pradesh,22.099,76.5581
Guna,Madhya Pradesh,24.4904,77.2236
Gwalior,Madhya Pradesh,26.0407,78.1278
Harda,Madhya Pradesh,22.2277,77.0702
Hoshangabad,Madhya Pradesh,22.5953,78.0217
Indore,Madhya Pradesh,22.6803,75.9134
Jabalpur,Madhya Pradesh,23.1853,79.9833
Jhabua,Madhya Pradesh,22.4196,74.4092
Katni,Madhya Pradesh,23.7244,80.3382
Mandla,Madhya Pradesh,22.7035,80.386
Mandsaur,Madhya Pradesh,24.1928,75.4359
Morena,Madhya Pradesh,26.3731,77.8845
Narsinghpur,Madhya Pradesh,22.9513,79.002
Neemuch,Madhya Pradesh,24.7031,75.0661
Panna,Madhya Pradesh,24.4513,80.2113
Raisen,Madhya Pradesh,23.2925,78.1631
Rajgarh,Madhya Pradesh,23.7855,76.6643
Ratlam,Madhya Pradesh,23.5036,75.149
Rewa,Madhya Pradesh,24.8612,81.5757
Sagar,Madhya Pradesh,23.8003,78.7194
Satna,Madhya Pradesh,24.6278,80.7555
Sehore,Madhya Pradesh,22.9297,77.0678
Seoni,Madhya Pradesh,22.3323,79.6605
Shahdol,Madhya Pradesh,23.4486,81.4597
Shajapur,Madhya Pradesh,23.5666,76.3356
Sheopur,Madhya Pradesh,25.7801,77.1691
Shivpuri,Madhya Pradesh,25.378,77.7486
Sidhi,Madhya Pradesh,24.1755,82.1054
Tikamgarh,Madhya Pradesh,25.141,78.8936
Ujjain,Madhya Pradesh,23.3193,75.8038
Umaria,Madhya Pradesh,23.596,80.9088
Vidisha,Madhya Pradesh,23.8284,77.9014
West Nimar,Madhya Pradesh,22.0271,75.8734
Ahmednagar,Maharashtra,19.2176,74.6922
Akola,Maharashtra,20.7463,77.1212
Amravati,Maharashtra,21.1652,77.6758
Aurangabad,Maharashtra,20.0979,75.3207
Bhandara,Maharashtra,21.2118,80.1095
Bid,Maharashtra,18.9524,75.6932
Buldana,Maharashtra,20.5668,76.3902
Chandrapur,Maharashtra,20.0956,79.3156
Dhule,Maharashtra,21.274,74.5872
Garhchiroli,Maharashtra,19.7955,80.3097
Gondiya,Maharashtra,21.225,80.1752
Greater Bombay,Maharashtra,19.0851,72.8426
Hingoli,Maharashtra,19.5953,77.0924
Jalgaon,Maharashtra,20.8829,75.5514
Jalna,Maharashtra,19.9846,75.9847
Kolhapur,Maharashtra,16.4488,74.129
Latur,Maharashtra,18.3487,76.7581
Nagpur,Maharashtra,21.1966,79.0217
Nanded,Maharashtra,19.2093,77.6829
Nandurbar,Maharashtra,21.5232,74.3264
Nashik,Maharashtra,20.2669,74.0382
Osmanabad,Maharashtra,18.1946,75.995
Parbhani,Maharashtra,19.3103,76.7016
Pune,Maharashtra,18.517,74.1292
Raigarh,Maharashtra,18.4533,73.0091
Ratnagiri,Maharashtra,17.2102,73.2573
Sangli,Maharashtra,17.1549,74.7071
Satara,Maharashtra,17.6738,74.1805
Sindhudurg,Maharashtra,16.1709,73.5133
Solapur,Maharashtra,17.8374,75.4239
Thane,Maharashtra,19.6988,72.7988
Wardha,Maharashtra,20.8074,78.5726
Washim,Maharashtra,20.2823,77.255
Yavatmal,Maharashtra,20.0426,78.0533
Bishnupur,Manipur,24.5071,93.8246
Chandel,Manipur,24.2636,94.0944
Churachandpur,Manipur,24.3031,93.3867
East Imphal,Manipur,24.8211,93.6695
Senapati,Manipur,25.0847,94.0337
Tamenglong,Manipur,24.9831,93.4945
Thoubal,Manipur,24.5454,93.9796
Ukhrul,Manipur,25.059,94.4413
West Imphal,Manipur,24.794,93.8886
East Garo Hills,Meghalaya,25.8273,90.6468
East Khasi Hills,Meghalaya,25.3038,91.7592
Jaintia Hills,Meghalaya,25.3396,92.3761
Ri-Bhoi,Meghalaya,25.8971,91.8452
South Garo Hills,Meghalaya,25.2406,90.6456
West Garo Hills,Meghalaya,25.4953,90.0371
West Khasi Hills,Meghalaya,25.5009,91.2536
Aizawl,Mizoram,23.9078,92.8536
Champhai,Mizoram,23.5417,93.2422
Kolasib,Mizoram,24.202,92.7347
Lawngtlai,Mizoram,22.361,92.6696
Lunglei,Mizoram,23.0077,92.6351
Mamit,Mizoram,23.7385,92.4331
Saiha,Mizoram,22.3575,93.0283
Serchhip,Mizoram,23.2639,92.9142
Dimapur,Nagaland,25.8142,93.7507
Kohima,Nagaland,25.6031,93.786
Mokokchung,Nagaland,26.4789,94.5224
Mon,Nagaland,26.6921,95.0307
Phek,Nagaland,25.6327,94.5681
Tuensang,Nagaland,26.211,94.8581
Wokha,Nagaland,26.2026,94.1991
Zunheboto,Nagaland,26.0282,94.5003
Angul,Orissa,21.1207,84.9984
Baleshwar,Orissa,21.4857,87.0809
Baragarh,Orissa,21.1324,83.2644
Bhadrak,Orissa,20.9526,86.815
Bolangir,Orissa,20.6163,83.2152
Boudh,Orissa,20.5832,84.1236
Cuttack,Orissa,20.4076,85.7777
Deogarh,Orissa,21.4315,84.8145
Dhenkanal,Orissa,20.7989,85.5323
Gajapati,Orissa,19.1211,84.1402
Ganjam,Orissa,19.2633,84.803
Jagatsinghpur,Orissa,20.1144,86.4327
Jajpur,Orissa,20.8532,86.1528
Jharsuguda,Orissa,21.8271,83.9358
Kalahandi,Orissa,19.7843,83.1124
Kandhamal,Orissa,20.0929,84.0222
Kendrapara,Orissa,20.6063,86.8376
Keonjhar,Orissa,21.4923,85.7628
Khordha,Orissa,20.0542,85.5223
Koraput,Orissa,18.8263,82.8128
Malkangiri,Orissa,18.2523,81.9829
Mayurbhanj,Orissa,21.8976,86.403
Nabarangpur,Orissa,19.513,82.4204
Nayagarh,Orissa,20.1929,85.0561
Nuapada,Orissa,20.4713,82.5915
Puri,Orissa,19.8351,85.867
Rayagada,Orissa,19.2928,83.4586
Sambalpur,Orissa,21.5158,84.3496
Sonepur,Orissa,20.8908,83.7685
Sundargarh,Orissa,22.0635,84.5052
Karaikal,Puducherry,10.8762,79.8237
Mahe,Puducherry,12.0064,75.2827
Puducherry,Puducherry,11.8878,79.7971
Yanam,Puducherry,16.7077,82.2619
Amritsar,Punjab,31.5487,74.7988
Bathinda,Punjab,30.1905,75.0569
Faridkot,Punjab,30.5912,74.7975
Fatehgarh Sahib,Punjab,30.6429,76.3621
Firozpur,Punjab,30.6341,74.4025
Gurdaspur,Punjab,32.0428,75.3204
Hoshiarpur,Punjab,31.5516,75.847
Jalandhar,Punjab,31.2503,75.544
Kapurthala,Punjab,31.3366,75.4764
Ludhiana,Punjab,30.766,75.8311
Mansa,Punjab,29.9195,75.4305
Moga,Punjab,30.7565,75.1601
Muktsar,Punjab,30.3124,74.5519
Nawan Shehar,Punjab,31.1334,76.1019
Patiala,Punjab,30.2145,76.2751
Rupnagar,Punjab,30.9109,76.5374
Sangrur,Punjab,30.185,75.8944
Ajmer,Rajasthan,26.1993,74.699
Alwar,Rajasthan,27.5527,76.6536
Banswara,Rajasthan,23.4536,74.4425
Baran,Rajasthan,24.9802,76.8621
Barmer,Rajasthan,25.7707,71.503
Bharatpur,Rajasthan,27.3241,77.2175
Bhilwara,Rajasthan,25.4512,74.6395
Bikaner,Rajasthan,28.1249,73.2694
Bundi,Rajasthan,25.4858,75.7998
Chittaurgarh,Rajasthan,24.6316,74.8001
Churu,Rajasthan,28.2933,74.6585
Dausa,Rajasthan,26.9123,76.5734
Dhaulpur,Rajasthan,26.724,77.7448
Dungarpur,Rajasthan,23.751,73.8477
Ganganagar,Rajasthan,29.2568,73.5619
Hanumangarh,Rajasthan,29.1813,74.7463
Jaipur,Rajasthan,27.0335,75.7712
Jaisalmer,Rajasthan,26.869,71.1837
Jalor,Rajasthan,25.0758,72.1865
Jhalawar,Rajasthan,24.2473,76.1124
Jhunjhunun,Rajasthan,28.1352,75.5284
Jodhpur,Rajasthan,26.6785,73.0045
Karauli,Rajasthan,26.519,76.9608
Kota,Rajasthan,25.1757,76.1862
Nagaur,Rajasthan,27.0786,74.1422
Pali,Rajasthan,25.8049,73.5529
Rajsamand,Rajasthan,25.2489,73.9657
Sawai Madhopur,Rajasthan,26.2511,76.4219
Sikar,Rajasthan,27.6464,75.2932
Sirohi,Rajasthan,24.7977,72.7531
Tonk,Rajasthan,26.1539,75.7919
Udaipur,Rajasthan,24.4408,73.8403
East,Sikkim,27.296,88.7491
North Sikkim,Sikkim,27.8138,88.542
South Sikkim,Sikkim,27.278,88.3754
West Sikkim,Sikkim,27.336,88.158
Ariyalur,Tamil Nadu,11.1905,79.2225
Chennai,Tamil Nadu,13.0581,80.2814
Coimbatore,Tamil Nadu,10.8714,77.0762
Cuddalore,Tamil Nadu,11.5759,79.63
Dharmapuri,Tamil Nadu,12.3001,78.1151
Dindigul,Tamil Nadu,10.3778,77.7801
Erode,Tamil Nadu,11.267,77.4203
Kancheepuram,Tamil Nadu,12.4964,80.0882
Kanniyakumari,Tamil Nadu,8.1835,77.3205
Karur,Tamil Nadu,10.7953,78.0875
Madurai,Tamil Nadu,9.9043,78.0137
Nagapattinam,Tamil Nadu,10.7895,79.7944
Namakkal,Tamil Nadu,11.3377,78.1462
Nilgiris,Tamil Nadu,11.4424,76.6615
Perambalur,Tamil Nadu,11.2601,78.8603
Pudukkottai,Tamil Nadu,10.1305,79.0544
Ramanathapuram,Tamil Nadu,9.3129,78.9919
Salem,Tamil Nadu,11.6293,78.2478
Sivaganga,Tamil Nadu,9.9603,78.5654
Thanjavur,Tamil Nadu,10.3877,79.3195
Theni,Tamil Nadu,9.9241,77.4346
Thiruvallur,Tamil Nadu,13.2759,80.1972
Thiruvarur,Tamil Nadu,10.3689,79.6032
Thoothukudi,Tamil Nadu,8.721,78.1383
Tiruchchirappalli,Tamil Nadu,10.8378,78.5473
Tirunelveli Kattabo,Tamil Nadu,8.4574,77.7055
Tiruvannamalai,Tamil Nadu,12.4193,79.2327
Vellore,Tamil Nadu,12.7849,79.0264
Villupuram,Tamil Nadu,12.0656,79.6899
Virudhunagar,Tamil Nadu,9.4689,77.8764
Dhalai,Tripura,23.7814,91.9465
North Tripura,Tripura,24.1217,92.1784
South Tripura,Tripura,23.2119,91.6066
West Tripura,Tripura,23.7802,91.4131
Agra,Uttar Pradesh,26.9951,78.0528
Aligarh,Uttar Pradesh,27.9375,78.0015
Allahabad,Uttar Pradesh,25.392,82.0517
Ambedkar Nagar,Uttar Pradesh,26.3912,82.6828
Auraiya,Uttar Pradesh,26.6689,79.4264
Azamgarh,Uttar Pradesh,26.0083,83.0122
Badaun,Uttar Pradesh,28.086,78.9971
Baghpat,Uttar Pradesh,29.0458,77.3027
Bahraich,Uttar Pradesh,27.6918,81.4678
Ballia,Uttar Pradesh,25.8608,84.0365
Balrampur,Uttar Pradesh,27.4491,82.4716
Banda,Uttar Pradesh,25.3519,80.5249
Bara Banki,Uttar Pradesh,26.9228,81.3576
Bareilly,Uttar Pradesh,28.511,79.4319
Basti,Uttar Pradesh,26.8339,82.6979
Bijnor,Uttar Pradesh,29.314,78.451
Bulandshahr,Uttar Pradesh,28.3488,78.0108
Chandauli,Uttar Pradesh,25.1181,83.2531
Chitrakoot,Uttar Pradesh,25.1599,81.0767
Deoria,Uttar Pradesh,26.4222,83.8244
Etah,Uttar Pradesh,27.5912,78.7002
Etawah,Uttar Pradesh,26.7882,79.0762
Faizabad,Uttar Pradesh,26.6059,82.0078
Farrukhabad,Uttar Pradesh,27.4506,79.4406
Fatehpur,Uttar Pradesh,25.8374,80.8542
Firozabad,Uttar Pradesh,27.2096,78.4266
Gautam Buddha Nagar,Uttar Pradesh,28.3933,77.5246
Ghaziabad,Uttar Pradesh,28.75,77.6744
Ghazipur,Uttar Pradesh,25.6247,83.5361
Gonda,Uttar Pradesh,27.1572,82.0227
Gorakhpur,Uttar Pradesh,26.6332,83.355
Hamirpur,Uttar Pradesh,25.7382,79.8262
Hardoi,Uttar Pradesh,27.3374,80.2641
Hathras,Uttar Pradesh,27.5781,78.1825
Jalaun,Uttar Pradesh,26.068,79.3669
Jaunpur,Uttar Pradesh,25.7014,82.5432
Jhansi,Uttar Pradesh,25.4558,78.8995
Jyotiba Phule Nagar,Uttar Pradesh,28.8705,78.3901
Kannauj,Uttar Pradesh,26.994,79.6444
Kanpur Dehat,Uttar Pradesh,26.4305,79.9871
Kanpur,Uttar Pradesh,26.3705,80.2925
Kaushambi,Uttar Pradesh,25.5359,81.4181
Kushinagar,Uttar Pradesh,26.8925,83.9226
Lakhimpur Kheri,Uttar Pradesh,28.0919,80.6473
Lalitpur,Uttar Pradesh,24.5888,78.6008
Lucknow,Uttar Pradesh,26.8382,80.8971
Maharajganj,Uttar Pradesh,27.1771,83.4613
Mahoba,Uttar Pradesh,25.3453,79.6786
Mainpuri,Uttar Pradesh,27.1739,79.035
Mathura,Uttar Pradesh,27.5939,77.6215
Mau,Uttar Pradesh,26.0108,83.5058
Meerut,Uttar Pradesh,29.0296,77.8061
Mirzapur,Uttar Pradesh,25.1021,82.6013
Moradabad,Uttar Pradesh,28.8518,78.7358
Muzaffarnagar,Uttar Pradesh,29.4705,77.6402
Pilibhit,Uttar Pradesh,28.5202,79.901
Pratapgarh,Uttar Pradesh,25.8648,81.9353
Rae Bareli,Uttar Pradesh,26.2539,81.2226
Rampur,Uttar Pradesh,28.8324,79.1098
Saharanpur,Uttar Pradesh,30.0338,77.5991
Sant Kabir Nagar,Uttar Pradesh,26.7916,83.0388
Sant Ravi Das Nagar,Uttar Pradesh,25.3646,82.435
Shahjahanpur,Uttar Pradesh,27.9914,79.8302
Shravasti,Uttar Pradesh,27.6049,81.7932
Siddharth Nagar,Uttar Pradesh,27.2074,82.7867
Sitapur,Uttar Pradesh,27.502,80.8529
Sonbhadra,Uttar Pradesh,24.4669,83.0682
Sultanpur,Uttar Pradesh,26.2846,82.0571
Unnao,Uttar Pradesh,26.6316,80.6368
Varanasi,Uttar Pradesh,25.3606,82.8253
Almora,Uttaranchal,29.6835,79.5016
Bageshwar,Uttaranchal,29.987,79.8395
Chamoli,Uttaranchal,30.5834,79.5628
Champawat,Uttaranchal,29.2914,80.0772
Dehra Dun,Uttaranchal,30.5333,77.9088
Haridwar,Uttaranchal,29.8861,77.9298
Naini Tal,Uttaranchal,29.3364,79.4998
Pauri Garhwal,Uttaranchal,29.9781,78.7745
Pithoragarh,Uttaranchal,30.1472,80.3423
Rudra Prayag,Uttaranchal,30.5566,79.0942
Tehri Garhwal,Uttaranchal,30.4637,78.4878
Udham Singh Nagar,Uttaranchal,29.0278,79.4563
Uttarkashi,Uttaranchal,30.969,78.5688
Bankura,West Bengal,23.0813,87.1264
Barddhaman,West Bengal,23.4445,87.8151
Birbhum,West Bengal,24.0639,87.6515
Dakshin Dinajpur,West Bengal,25.3421,88.6982
Darjiling,West Bengal,26.8396,88.3315
East Midnapore,West Bengal,21.992,87.9228
Haora,West Bengal,22.4017,87.9942
Hugli,West Bengal,22.8793,88.0001
Jalpaiguri,West Bengal,26.6264,89.0415
Kochbihar,West Bengal,26.2505,89.3061
Kolkata,West Bengal,22.5506,88.3528
Maldah,West Bengal,25.0803,88.1719
Murshidabad,West Bengal,24.2595,88.1682
