district_code,district_name,state_name,year,month,turbidity,ndci,cdom,ndwi,awei,lst_celsius
000001,Andaman Islands,Andaman and Nicobar,2020,11,0.0469,0.0642,0.4621,0.024,-0.2783,27.03
000001,Andaman Islands,Andaman and Nicobar,2020,12,0.1407,0.0131,0.6341,0.0046,-0.3607,28.55
000001,Andaman Islands,Andaman and Nicobar,2021,1,0.113,0.0735,0.4145,-0.2056,-0.1478,28.89
000001,Andaman Islands,Andaman and Nicobar,2021,2,0.1125,0.0604,0.498,-0.0814,-0.1707,25.86
000001,Andaman Islands,Andaman and Nicobar,2021,3,0.1933,0.0642,0.4213,-0.0475,-0.2975,30.36
000001,Andaman Islands,Andaman and Nicobar,2021,4,0.1579,0.0254,0.7445,-0.067,-0.1178,33.69
000001,Andaman Islands,Andaman and Nicobar,2021,5,0.0877,0.0274,0.4666,-0.1653,-0.2077,29.02
000001,Andaman Islands,Andaman and Nicobar,2021,6,0.1588,0.0988,0.662,0.0913,-0.1365,37.36
000001,Andaman Islands,Andaman and Nicobar,2021,7,0.1763,0.0483,0.4994,0.0136,-0.1323,31.34
000001,Andaman Islands,Andaman and Nicobar,2021,8,0.1687,0.0718,0.533,-0.1462,-0.1547,31.77
000001,Andaman Islands,Andaman and Nicobar,2021,9,0.1557,0.0366,0.686,0.0058,-0.1984,29.66
000001,Andaman Islands,Andaman and Nicobar,2021,10,0.1029,0.0157,0.6537,-0.0551,-0.0917,31.16
000001,Andaman Islands,Andaman and Nicobar,2021,11,0.0311,0.0219,0.6773,-0.0589,-0.1485,39.56
000001,Andaman Islands,Andaman and Nicobar,2021,12,0.1285,0.0841,0.7431,-0.0479,-0.2315,30.28
000001,Andaman Islands,Andaman and Nicobar,2022,1,0.0614,0.0429,0.5272,-0.0935,0.0315,22.4
000001,Andaman Islands,Andaman and Nicobar,2022,2,0.1343,0.0016,0.5292,-0.0129,-0.1936,24.77
000001,Andaman Islands,Andaman and Nicobar,2022,3,0.0642,0.0704,0.4904,-0.0827,-0.1954,26.05
000001,Andaman Islands,Andaman and Nicobar,2022,4,0.2072,0.069,0.2962,-0.0851,-0.2662,30.56
000001,Andaman Islands,Andaman and Nicobar,2022,5,0.0604,0.0466,0.6757,-0.0307,-0.32,27.0
000001,Andaman Islands,Andaman and Nicobar,2022,6,0.1213,0.0544,0.9248,0.0074,-0.2361,31.95
000001,Andaman Islands,Andaman and Nicobar,2022,7,0.2511,0.105,0.4321,-0.0637,0.0167,27.08
000001,Andaman Islands,Andaman and Nicobar,2022,8,0.1672,0.0972,0.521,-0.0298,-0.4341,26.13
000001,Andaman Islands,Andaman and Nicobar,2022,9,0.1324,0.0366,0.9049,-0.1394,-0.154,29.59
000001,Andaman Islands,Andaman and Nicobar,2022,10,0.1721,0.0069,0.7745,-0.0992,-0.2982,29.39
000001,Andaman Islands,Andaman and Nicobar,2022,11,0.11,0.032,0.6105,-0.1308,-0.1886,29.99
000001,Andaman Islands,Andaman and Nicobar,2022,12,0.1793,0.0129,0.92,-0.2562,-0.2152,29.76
000001,Andaman Islands,Andaman and Nicobar,2023,1,0.114,0.0313,0.5688,-0.1394,-0.2589,30.55
000001,Andaman Islands,Andaman and Nicobar,2023,2,0.1179,0.0292,0.7349,-0.0754,-0.1187,29.89
000001,Andaman Islands,Andaman and Nicobar,2023,3,0.0586,0.0332,0.7121,-0.0512,-0.2021,28.35
000001,Andaman Islands,Andaman and Nicobar,2023,4,0.1639,0.0323,0.6821,-0.1162,-0.2218,31.3
000001,Andaman Islands,Andaman and Nicobar,2023,5,0.1413,0.0744,0.7958,-0.0983,-0.1318,27.07
000001,Andaman Islands,Andaman and Nicobar,2023,6,0.1612,0.0701,0.6745,0.0226,-0.1918,35.48
000001,Andaman Islands,Andaman and Nicobar,2023,7,0.0947,0.0376,0.8337,0.0383,-0.0476,31.09
000001,Andaman Islands,Andaman and Nicobar,2023,8,0.1444,0.0471,0.6714,-0.0792,-0.0125,28.76
000001,Andaman Islands,Andaman and Nicobar,2023,9,0.1037,0.0644,0.7219,-0.0701,-0.1922,29.93
000001,Andaman Islands,Andaman and Nicobar,2023,10,0.1122,0.0348,0.5293,-0.0814,-0.3448,23.78
000001,Andaman Islands,Andaman and Nicobar,2023,11,0.0641,0.0436,0.6466,0.018,-0.1142,27.52
000001,Andaman Islands,Andaman and Nicobar,2023,12,0.099,0.0199,0.5972,-0.1231,-0.1677,25.52
000002,Nicobar Islands,Andaman and Nicobar,2019,1,0.126,0.096,0.5837,-0.0679,-0.131,26.8
000002,Nicobar Islands,Andaman and Nicobar,2019,2,0.1112,0.0504,0.6147,-0.1618,-0.1975,29.49
000002,Nicobar Islands,Andaman and Nicobar,2019,3,0.1726,0.0788,0.923,-0.1614,-0.1128,28.55
000002,Nicobar Islands,Andaman and Nicobar,2019,4,0.2095,0.0258,0.474,-0.148,-0.4124,26.42
000002,Nicobar Islands,Andaman and Nicobar,2019,5,0.062,0.0545,0.6513,0.0501,-0.105,26.27
000002,Nicobar Islands,Andaman and Nicobar,2019,6,0.1001,0.0888,0.462,0.1215,0.0079,27.79
000002,Nicobar Islands,Andaman and Nicobar,2019,7,0.0593,0.1146,0.6428,0.074,-0.2694,27.4
000002,Nicobar Islands,Andaman and Nicobar,2019,8,0.1453,0.0754,0.5925,0.0248,-0.2168,28.77
000002,Nicobar Islands,Andaman and Nicobar,2019,9,0.151,0.0894,0.7667,-0.115,-0.2634,33.03
000002,Nicobar Islands,Andaman and Nicobar,2019,10,0.1166,0.0275,0.8327,-0.0907,-0.0821,28.2
000002,Nicobar Islands,Andaman and Nicobar,2019,11,0.203,0.1027,0.5627,-0.0223,-0.1355,32.11
000002,Nicobar Islands,Andaman and Nicobar,2019,12,0.0518,0.0706,0.7588,-0.2407,-0.3183,21.88
000002,Nicobar Islands,Andaman and Nicobar,2020,1,0.0865,0.0715,0.8254,-0.0941,-0.0371,23.86
000002,Nicobar Islands,Andaman and Nicobar,2020,2,0.0148,0.0483,0.6576,-0.1026,-0.4067,27.73
000002,Nicobar Islands,Andaman and Nicobar,2020,3,0.0348,0.0701,0.655,-0.1752,-0.2514,24.82
000002,Nicobar Islands,Andaman and Nicobar,2020,4,0.0969,0.0787,0.4521,-0.0597,-0.253,25.62
000002,Nicobar Islands,Andaman and Nicobar,2020,5,0.0946,0.0189,0.517,-0.1958,-0.0035,28.11
000002,Nicobar Islands,Andaman and Nicobar,2020,6,0.11,0.0804,0.6432,-0.0427,-0.0486,31.47
000002,Nicobar Islands,Andaman and Nicobar,2020,7,0.1185,0.0567,0.6187,-0.2092,-0.2615,33.3
000002,Nicobar Islands,Andaman and Nicobar,2020,8,0.2272,0.0665,0.7465,-0.0001,0.1979,32.56
000002,Nicobar Islands,Andaman and Nicobar,2020,9,0.1386,0.0453,0.419,-0.0087,-0.1856,24.93
000002,Nicobar Islands,Andaman and Nicobar,2020,10,0.0677,0.0176,0.8531,-0.0295,-0.2008,32.44
000002,Nicobar Islands,Andaman and Nicobar,2020,11,0.1039,0.0242,0.8285,-0.0569,-0.3037,27.43
000002,Nicobar Islands,Andaman and Nicobar,2020,12,0.0562,0.0085,0.7389,0.0528,-0.3399,29.69
000002,Nicobar Islands,Andaman and Nicobar,2021,1,0.0675,0.0354,0.5111,-0.1691,-0.1951,25.51
000002,Nicobar Islands,Andaman and Nicobar,2021,2,0.1135,0.0485,0.5642,-0.1726,-0.2577,30.27
000002,Nicobar Islands,Andaman and Nicobar,2021,3,0.125,0.0207,0.6149,-0.0399,-0.3669,29.63
000002,Nicobar Islands,Andaman and Nicobar,2021,4,0.0669,0.0671,0.4855,-0.2444,-0.3628,28.14
000002,Nicobar Islands,Andaman and Nicobar,2021,5,0.113,0.0229,0.6958,-0.2329,-0.2066,24.37
000002,Nicobar Islands,Andaman and Nicobar,2021,6,0.1124,0.0754,0.5309,-0.0558,-0.0094,27.47
000002,Nicobar Islands,Andaman and Nicobar,2021,7,0.1868,0.0401,0.7395,0.0903,-0.3572,26.81
000002,Nicobar Islands,Andaman and Nicobar,2021,8,0.1739,0.0679,0.7157,-0.0733,-0.1013,28.73
000002,Nicobar Islands,Andaman and Nicobar,2021,9,0.2034,0.0816,0.7106,-0.058,-0.1588,27.9
000002,Nicobar Islands,Andaman and Nicobar,2021,10,0.1197,0.0374,0.6435,0.066,-0.1129,27.02
000002,Nicobar Islands,Andaman and Nicobar,2021,11,0.1601,0.0378,0.2943,-0.1806,-0.3871,26.95
000002,Nicobar Islands,Andaman and Nicobar,2021,12,0.1009,0.1003,0.649,-0.1175,-0.1171,21.37
000002,Nicobar Islands,Andaman and Nicobar,2022,1,0.1118,0.0731,0.3782,-0.0085,-0.1662,26.75
000002,Nicobar Islands,Andaman and Nicobar,2022,2,0.1316,0.1181,0.6273,-0.0801,-0.2459,25.45
000002,Nicobar Islands,Andaman and Nicobar,2022,3,0.1415,0.0243,0.6107,-0.1382,-0.1521,29.0
000002,Nicobar Islands,Andaman and Nicobar,2022,4,0.1519,0.0347,0.5595,-0.1783,-0.2444,29.13
000002,Nicobar Islands,Andaman and Nicobar,2022,5,0.1378,0.0223,0.7304,0.0085,-0.1587,33.63
000002,Nicobar Islands,Andaman and Nicobar,2022,6,0.1063,0.0367,0.3932,0.0947,-0.0446,29.03
000002,Nicobar Islands,Andaman and Nicobar,2022,7,0.159,0.0402,1.0269,-0.0147,-0.0991,31.38
000002,Nicobar Islands,Andaman and Nicobar,2022,8,0.1691,0.0807,0.5414,0.0127,0.0782,33.24
000002,Nicobar Islands,Andaman and Nicobar,2022,9,0.2247,0.0587,0.5116,-0.0351,-0.1044,32.48
000002,Nicobar Islands,Andaman and Nicobar,2022,10,0.0154,0.0959,0.5763,-0.1342,-0.3012,23.04
000002,Nicobar Islands,Andaman and Nicobar,2022,11,0.1412,0.0522,0.4065,-0.2036,-0.2336,33.01
000002,Nicobar Islands,Andaman and Nicobar,2022,12,0.087,0.0049,0.5631,-0.1218,-0.4697,27.84
000002,Nicobar Islands,Andaman and Nicobar,2023,1,0.0885,0.0709,0.8773,-0.0099,-0.2269,24.68
000002,Nicobar Islands,Andaman and Nicobar,2023,2,0.2287,0.0518,0.6021,-0.1019,-0.1802,27.57
000002,Nicobar Islands,Andaman and Nicobar,2023,3,0.0713,0.0336,0.5951,-0.1435,-0.2713,28.32
000002,Nicobar Islands,Andaman and Nicobar,2023,4,0.0873,0.0951,0.2024,-0.0127,-0.0754,21.78
000002,Nicobar Islands,Andaman and Nicobar,2023,5,0.0829,0.0389,0.3889,-0.1622,-0.3111,33.26
000002,Nicobar Islands,Andaman and Nicobar,2023,6,0.1918,0.1121,0.7683,-0.1153,-0.1625,30.67
000002,Nicobar Islands,Andaman and Nicobar,2023,7,0.0839,0.0954,0.624,-0.055,-0.0389,30.53
000002,Nicobar Islands,Andaman and Nicobar,2023,8,0.127,0.1088,0.4978,0.0243,-0.0507,28.27
000002,Nicobar Islands,Andaman and Nicobar,2023,9,0.1613,0.0365,0.7986,-0.0398,-0.1623,32.35
000002,Nicobar Islands,Andaman and Nicobar,2023,10,0.0648,0.0077,0.3665,-0.0515,-0.328,33.26
000002,Nicobar Islands,Andaman and Nicobar,2023,11,0.0,0.1009,0.6317,-0.1077,-0.2545,29.2
000002,Nicobar Islands,Andaman and Nicobar,2023,12,0.0981,0.0831,0.6171,-0.088,-0.2364,27.83
000003,Adilabad,Andhra Pradesh,2019,1,0.1154,-0.0013,0.3978,-0.0405,-0.1829,27.45
000003,Adilabad,Andhra Pradesh,2019,2,0.1009,0.0604,0.519,-0.1623,-0.1804,25.06
000003,Adilabad,Andhra Pradesh,2019,3,0.1204,-0.0011,0.7544,-0.0622,-0.1744,30.95
000003,Adilabad,Andhra Pradesh,2019,4,0.1833,0.0804,0.3239,-0.2024,-0.2625,28.08
000003,Adilabad,Andhra Pradesh,2019,5,0.1259,0.0282,0.628,-0.1604,-0.2612,23.78
000003,Adilabad,Andhra Pradesh,2019,6,0.0988,0.0334,0.5136,0.0593,-0.2049,37.1
000003,Adilabad,Andhra Pradesh,2019,7,0.1697,0.0795,0.5312,0.031,-0.1676,29.57
000003,Adilabad,Andhra Pradesh,2019,8,0.273,0.0711,0.8324,-0.0813,-0.1135,34.51
000003,Adilabad,Andhra Pradesh,2019,9,0.1137,0.1284,0.7662,-0.07,-0.0468,32.12
000003,Adilabad,Andhra Pradesh,2019,10,0.1311,0.0029,0.4909,-0.1198,-0.2074,29.86
000003,Adilabad,Andhra Pradesh,2019,11,0.1089,0.0099,0.657,-0.0512,-0.144,31.24
000003,Adilabad,Andhra Pradesh,2019,12,0.1417,0.0638,0.5895,-0.2329,-0.157,28.62
000003,Adilabad,Andhra Pradesh,2020,1,0.1136,0.0117,0.4378,-0.0157,-0.204,30.04
000003,Adilabad,Andhra Pradesh,2020,2,0.1014,0.0509,0.7407,-0.1413,-0.1904,26.61
000003,Adilabad,Andhra Pradesh,2020,3,0.0783,0.0407,0.6333,-0.1383,-0.0744,25.32
000003,Adilabad,Andhra Pradesh,2020,4,0.0907,0.0368,0.817,-0.0843,-0.0968,23.54
000003,Adilabad,Andhra Pradesh,2020,5,0.1134,0.0767,0.6123,-0.0148,-0.2517,32.23
000003,Adilabad,Andhra Pradesh,2020,6,0.2599,0.0631,0.5932,0.0913,0.048,27.63
000003,Adilabad,Andhra Pradesh,2020,7,0.124,0.0655,0.4583,-0.0985,-0.2104,26.9
000003,Adilabad,Andhra Pradesh,2020,8,0.1433,0.081,0.8926,-0.1049,-0.0116,28.56
000003,Adilabad,Andhra Pradesh,2020,9,0.1425,0.0942,0.4916,0.0056,-0.0934,30.68
000003,Adilabad,Andhra Pradesh,2020,10,0.1145,0.1237,0.5043,-0.1425,-0.2623,26.33
000003,Adilabad,Andhra Pradesh,2020,11,0.0681,0.0857,0.8131,-0.1457,-0.2832,29.41
000003,Adilabad,Andhra Pradesh,2020,12,0.0724,0.069,0.6304,-0.2213,-0.0452,33.39
000003,Adilabad,Andhra Pradesh,2021,1,0.0694,0.0384,0.6429,-0.0732,-0.1341,34.03
000003,Adilabad,Andhra Pradesh,2021,2,0.0912,0.0261,0.3931,-0.1585,-0.2033,33.38
000003,Adilabad,Andhra Pradesh,2021,3,0.0741,0.0567,0.5975,-0.0049,0.0527,26.41
000003,Adilabad,Andhra Pradesh,2021,4,0.0755,0.0813,0.7023,0.0477,-0.1416,26.92
000003,Adilabad,Andhra Pradesh,2021,5,0.1295,0.0833,0.7231,-0.0594,-0.0933,31.51
000003,Adilabad,Andhra Pradesh,2021,6,0.2141,0.0935,0.6349,-0.0133,0.0107,26.75
000003,Adilabad,Andhra Pradesh,2021,7,0.1634,0.0622,0.6643,0.0773,-0.0909,29.34
000003,Adilabad,Andhra Pradesh,2021,8,0.077,0.0964,0.7568,0.1481,-0.1408,29.86
000003,Adilabad,Andhra Pradesh,2021,9,0.1575,0.1213,0.6457,-0.0027,-0.0492,29.76
000003,Adilabad,Andhra Pradesh,2021,10,0.0777,0.0558,0.761,-0.1821,-0.1867,25.9
000003,Adilabad,Andhra Pradesh,2021,11,0.1598,0.0043,0.5162,-0.0698,-0.0434,27.8
000003,Adilabad,Andhra Pradesh,2021,12,0.0722,0.1064,0.3828,-0.2759,-0.156,26.49
000003,Adilabad,Andhra Pradesh,2022,1,0.0489,0.0713,0.6366,-0.1451,-0.328,30.62
000003,Adilabad,Andhra Pradesh,2022,2,0.1325,0.047,0.877,-0.1856,-0.3526,25.92
000003,Adilabad,Andhra Pradesh,2022,3,0.0977,0.0573,0.5638,-0.0718,-0.3252,32.33
000003,Adilabad,Andhra Pradesh,2022,4,0.0959,0.0835,0.6514,-0.0635,-0.143,29.34
000003,Adilabad,Andhra Pradesh,2022,5,0.1321,0.0899,0.6295,-0.0433,-0.209,32.32
000003,Adilabad,Andhra Pradesh,2022,6,0.1112,0.128,0.654,-0.1395,-0.0972,27.16
000003,Adilabad,Andhra Pradesh,2022,7,0.187,0.0544,0.5931,-0.1762,-0.1552,21.93
000003,Adilabad,Andhra Pradesh,2022,8,0.0658,0.0968,0.7779,0.009,-0.2067,29.06
000003,Adilabad,Andhra Pradesh,2022,9,0.1448,0.0392,0.8855,0.0452,-0.1321,29.28
000003,Adilabad,Andhra Pradesh,2022,10,0.1104,-0.0113,0.5629,-0.1546,-0.3002,27.16
000003,Adilabad,Andhra Pradesh,2022,11,0.1899,0.0692,0.5143,-0.0542,-0.0601,30.77
000003,Adilabad,Andhra Pradesh,2022,12,0.103,0.0306,0.7047,-0.0685,-0.1105,29.91
000003,Adilabad,Andhra Pradesh,2023,1,0.1525,0.0339,0.7976,-0.0842,0.0075,25.93
000003,Adilabad,Andhra Pradesh,2023,2,0.1868,0.0559,0.5023,-0.1387,-0.232,29.27
000003,Adilabad,Andhra Pradesh,2023,3,0.1261,0.0328,0.5963,0.0714,-0.0272,29.31
000003,Adilabad,Andhra Pradesh,2023,4,0.1019,0.0536,0.692,-0.1818,-0.2257,22.99
000003,Adilabad,Andhra Pradesh,2023,5,0.12,0.0694,0.5275,0.0259,-0.3226,23.61
000003,Adilabad,Andhra Pradesh,2023,6,0.1562,0.1054,0.9126,-0.0617,-0.0021,29.08
000003,Adilabad,Andhra Pradesh,2023,7,0.1364,0.1005,0.7578,-0.1511,0.0377,33.34
000003,Adilabad,Andhra Pradesh,2023,8,0.1137,0.0859,0.7341,-0.0041,-0.165,27.19
000003,Adilabad,Andhra Pradesh,2023,9,0.1437,0.1092,0.7415,-0.0546,-0.0328,20.65
000003,Adilabad,Andhra Pradesh,2023,10,0.1574,-0.0022,0.5456,-0.1896,-0.3295,31.48
000003,Adilabad,Andhra Pradesh,2023,11,0.0766,0.0604,0.593,-0.0618,-0.1923,24.15
000003,Adilabad,Andhra Pradesh,2023,12,0.1498,0.0352,0.3665,-0.1342,-0.0499,30.55
000004,Anantapur,Andhra Pradesh,2019,1,0.0826,0.0395,0.5518,0.0661,-0.1618,29.29
000004,Anantapur,Andhra Pradesh,2019,2,0.1515,0.0572,0.5611,-0.1157,-0.2072,27.89
000004,Anantapur,Andhra Pradesh,2019,3,0.1364,0.0516,0.7099,-0.1065,-0.1921,22.01
000004,Anantapur,Andhra Pradesh,2019,4,0.1458,0.0604,0.7497,-0.3317,0.0088,27.58
000004,Anantapur,Andhra Pradesh,2019,5,0.1554,0.0188,0.6919,-0.1843,-0.2624,33.74
000004,Anantapur,Andhra Pradesh,2019,6,0.1355,0.0805,0.7905,0.0147,-0.095,30.29
000004,Anantapur,Andhra Pradesh,2019,7,0.2652,0.0723,0.6902,0.0591,0.0006,32.76
000004,Anantapur,Andhra Pradesh,2019,8,0.1769,0.0397,0.905,-0.1167,-0.0797,26.94
000004,Anantapur,Andhra Pradesh,2019,9,0.1418,0.0839,0.7082,0.0088,0.0514,30.56
000004,Anantapur,Andhra Pradesh,2019,10,0.0878,0.0789,0.7784,-0.1982,-0.1403,30.1
000004,Anantapur,Andhra Pradesh,2019,11,0.0851,0.0913,0.5775,-0.09,-0.2173,28.05
000004,Anantapur,Andhra Pradesh,2019,12,0.0452,0.0068,0.8392,-0.1678,-0.2991,21.54
000004,Anantapur,Andhra Pradesh,2020,1,0.0681,0.0103,0.8463,-0.0192,-0.2688,34.76
000004,Anantapur,Andhra Pradesh,2020,2,0.1491,0.0403,0.2251,0.0833,-0.339,23.06
000004,Anantapur,Andhra Pradesh,2020,3,0.1511,0.1232,0.8076,-0.0549,-0.1405,30.56
000004,Anantapur,Andhra Pradesh,2020,4,0.1379,0.0584,0.6156,-0.105,-0.2754,27.16
000004,Anantapur,Andhra Pradesh,2020,5,0.0154,0.047,0.4517,-0.1883,-0.182,32.18
000004,Anantapur,Andhra Pradesh,2020,6,0.1909,0.0269,0.5116,0.0503,-0.2082,28.53
000004,Anantapur,Andhra Pradesh,2020,7,0.1725,0.0449,0.6758,-0.1317,-0.1701,30.16
000004,Anantapur,Andhra Pradesh,2020,8,0.0654,0.0872,0.6571,0.0192,-0.0876,33.29
000004,Anantapur,Andhra Pradesh,2020,9,0.1513,0.0611,0.6783,0.0185,-0.1051,29.32
000004,Anantapur,Andhra Pradesh,2020,10,0.0649,0.0301,0.3896,0.04,-0.3244,25.92
000004,Anantapur,Andhra Pradesh,2020,11,0.0641,0.0768,0.5558,-0.0002,-0.2673,28.84
000004,Anantapur,Andhra Pradesh,2020,12,0.0582,0.1144,0.4219,-0.0752,-0.1366,29.24
000004,Anantapur,Andhra Pradesh,2021,1,0.0907,0.0461,0.6066,-0.1118,-0.1036,34.63
000004,Anantapur,Andhra Pradesh,2021,2,0.0721,0.0089,0.5868,0.1064,-0.2804,32.92
000004,Anantapur,Andhra Pradesh,2021,3,0.1839,0.0334,0.6853,0.0303,-0.2379,27.39
000004,Anantapur,Andhra Pradesh,2021,4,0.0709,0.0196,0.5026,-0.1979,-0.1966,25.69
000004,Anantapur,Andhra Pradesh,2021,5,0.1117,0.0033,0.6496,-0.0333,-0.3994,29.12
000004,Anantapur,Andhra Pradesh,2021,6,0.2064,0.0377,0.9109,0.0085,-0.1805,29.03
000004,Anantapur,Andhra Pradesh,2021,7,0.1729,0.0763,0.7408,-0.0987,-0.0931,24.96
000004,Anantapur,Andhra Pradesh,2021,8,0.1394,0.0469,0.5497,0.0739,-0.0009,31.03
000004,Anantapur,Andhra Pradesh,2021,9,0.0904,0.0645,0.842,-0.0137,0.1219,30.38
000004,Anantapur,Andhra Pradesh,2021,10,0.1096,0.0407,0.62,-0.1122,-0.1292,30.87
000004,Anantapur,Andhra Pradesh,2021,11,0.0607,0.0101,0.3246,-0.0594,-0.3103,21.54
000004,Anantapur,Andhra Pradesh,2021,12,0.1194,0.1248,0.5991,-0.0329,-0.1918,27.7
000004,Anantapur,Andhra Pradesh,2022,1,0.146,0.0413,0.6401,-0.0743,-0.2668,30.98
000004,Anantapur,Andhra Pradesh,2022,2,0.0913,0.0273,0.6805,-0.1719,-0.1972,27.97
000004,Anantapur,Andhra Pradesh,2022,3,0.1543,0.0642,0.5962,-0.0346,-0.061,29.67
000004,Anantapur,Andhra Pradesh,2022,4,0.1005,0.0106,0.4402,-0.1244,-0.261,27.44
000004,Anantapur,Andhra Pradesh,2022,5,0.1028,0.0659,0.5894,-0.0611,-0.1936,22.07
000004,Anantapur,Andhra Pradesh,2022,6,0.098,0.0697,0.4785,0.023,0.0431,32.86
000004,Anantapur,Andhra Pradesh,2022,7,0.1343,0.1187,0.6823,-0.052,-0.1713,28.29
000004,Anantapur,Andhra Pradesh,2022,8,0.1256,0.0791,0.6841,-0.0248,-0.0663,32.77
000004,Anantapur,Andhra Pradesh,2022,9,0.1925,0.0295,0.2769,0.0497,-0.2467,28.53
000004,Anantapur,Andhra Pradesh,2022,10,0.0415,-0.0041,0.6812,-0.0393,-0.2577,20.23
000004,Anantapur,Andhra Pradesh,2022,11,0.0727,0.0618,0.3782,-0.0853,-0.2015,29.74
000004,Anantapur,Andhra Pradesh,2022,12,0.106,0.0208,0.7795,-0.1127,-0.2027,25.2
000004,Anantapur,Andhra Pradesh,2023,1,0.0778,0.0235,0.5741,0.0369,-0.3372,23.16
000004,Anantapur,Andhra Pradesh,2023,2,0.1736,0.0437,0.4996,-0.0168,-0.2606,33.48
000004,Anantapur,Andhra Pradesh,2023,3,0.1339,0.0354,0.9236,-0.1485,-0.1258,28.9
000004,Anantapur,Andhra Pradesh,2023,4,0.1651,0.0968,0.6048,-0.1603,-0.154,25.97
000004,Anantapur,Andhra Pradesh,2023,5,0.2007,0.0541,0.5452,-0.0852,-0.3347,25.09
000004,Anantapur,Andhra Pradesh,2023,6,0.205,0.0543,0.503,0.0179,0.0086,31.36
000004,Anantapur,Andhra Pradesh,2023,7,0.1948,0.0513,0.4467,0.0951,-0.1423,28.45
000004,Anantapur,Andhra Pradesh,2023,8,0.2114,0.0907,0.7284,0.1482,-0.1744,31.98
000004,Anantapur,Andhra Pradesh,2023,9,0.1479,0.0821,0.8893,0.0156,-0.0562,32.42
000004,Anantapur,Andhra Pradesh,2023,10,0.0818,0.0248,0.4433,-0.2573,0.0056,24.69
000004,Anantapur,Andhra Pradesh,2023,11,0.0889,0.0417,0.6461,-0.0347,-0.114,26.25
000004,Anantapur,Andhra Pradesh,2023,12,0.0916,0.0585,0.5627,0.0286,-0.1509,30.2
000005,Chittoor,Andhra Pradesh,2019,1,0.1331,0.0852,0.6272,-0.2037,-0.16,26.05
000005,Chittoor,Andhra Pradesh,2019,2,0.0736,0.0676,0.7857,-0.0983,-0.1691,33.11
000005,Chittoor,Andhra Pradesh,2019,3,0.112,0.1281,0.6848,-0.2409,-0.1247,29.14
000005,Chittoor,Andhra Pradesh,2019,4,0.1645,0.0702,0.5792,-0.1979,-0.2209,25.45
000005,Chittoor,Andhra Pradesh,2019,5,0.071,0.0677,0.8505,-0.0684,-0.3196,29.33
000005,Chittoor,Andhra Pradesh,2019,6,0.2048,0.0557,0.6399,-0.0238,-0.1885,31.14
000005,Chittoor,Andhra Pradesh,2019,7,0.139,0.0866,0.5269,-0.06,-0.0378,28.08
000005,Chittoor,Andhra Pradesh,2019,8,0.2313,0.062,0.6937,0.0496,-0.2518,23.92
