state_name,year,month,turbidity,ndci,cdom,ndwi,awei,lst_celsius,turbidity_lag1,ndci_lag1,cdom_lag1,ndwi_lag1,awei_lag1,lst_celsius_lag1,turbidity_roll3,ndci_roll3,cdom_roll3,ndwi_roll3,awei_roll3,lst_celsius_roll3,svi_score,is_monsoon,typhoid_outbreak
Andaman and Nicobar,2021,2,0.113,0.05445,0.5311,-0.127,-0.2142,28.064999999999998,0.09025,0.05445,0.4628,-0.18735000000000002,-0.17145,27.200000000000003,0.10056666666666667,0.039900000000000005,0.5601333333333334,-0.09521666666666667,-0.24531666666666668,28.12833333333333,0.7512000000000001,0,0
Andaman and Nicobar,2021,3,0.15915,0.042449999999999995,0.5181,-0.0437,-0.3322,29.994999999999997,0.113,0.05445,0.5311,-0.127,-0.2142,28.064999999999998,0.12079999999999999,0.05045000000000001,0.504,-0.11935,-0.23928333333333332,28.42,0.7512000000000001,0,0
Andaman and Nicobar,2021,4,0.1124,0.04625,0.615,-0.1557,-0.2403,30.915,0.15915,0.042449999999999995,0.5181,-0.0437,-0.3322,29.994999999999997,0.12818333333333332,0.04771666666666667,0.5547333333333334,-0.10880000000000001,-0.2622333333333333,29.65833333333333,0.7512000000000001,0,0
Andaman and Nicobar,2021,5,0.10035,0.02515,0.5811999999999999,-0.1991,-0.20715,26.695,0.1124,0.04625,0.615,-0.1557,-0.2403,30.915,0.12396666666666667,0.03795,0.5714333333333335,-0.13283333333333333,-0.25988333333333336,29.201666666666664,0.7512000000000001,0,0
Andaman and Nicobar,2021,6,0.1356,0.0871,0.59645,0.017750000000000002,-0.07295,32.415,0.10035,0.02515,0.5811999999999999,-0.1991,-0.20715,26.695,0.11611666666666667,0.05283333333333334,0.5975500000000001,-0.11234999999999999,-0.17346666666666669,30.008333333333333,0.7512000000000001,1,0
Andaman and Nicobar,2021,7,0.18155,0.0442,0.6194500000000001,0.05195,-0.24475000000000002,29.075,0.1356,0.0871,0.59645,0.017750000000000002,-0.07295,32.415,0.13916666666666666,0.05215,0.5990333333333334,-0.043133333333333336,-0.17495,29.395,0.7512000000000001,1,0
Andaman and Nicobar,2021,8,0.1713,0.06985,0.62435,-0.10975,-0.128,30.25,0.18155,0.0442,0.6194500000000001,0.05195,-0.24475000000000002,29.075,0.16281666666666667,0.06705000000000001,0.6134166666666667,-0.013349999999999997,-0.14856666666666668,30.58,0.7512000000000001,1,0
Andaman and Nicobar,2021,9,0.17955,0.0591,0.6983,-0.0261,-0.17859999999999998,28.78,0.1713,0.06985,0.62435,-0.10975,-0.128,30.25,0.1774666666666667,0.05771666666666667,0.6473666666666666,-0.02796666666666666,-0.18378333333333335,29.368333333333332,0.7512000000000001,1,0
Andaman and Nicobar,2021,10,0.11130000000000001,0.02655,0.6486,0.00545,-0.1023,29.09,0.17955,0.0591,0.6983,-0.0261,-0.17859999999999998,28.78,0.15405000000000002,0.05183333333333334,0.6570833333333335,-0.04346666666666666,-0.1363,29.373333333333335,0.7512000000000001,0,0
Andaman and Nicobar,2021,11,0.09559999999999999,0.02985,0.4858,-0.11975000000000001,-0.2678,33.255,0.11130000000000001,0.02655,0.6486,0.00545,-0.1023,29.09,0.1288166666666667,0.038500000000000006,0.6109,-0.046799999999999994,-0.1829,30.375,0.7512000000000001,0,0
Andaman and Nicobar,2021,12,0.1147,0.0922,0.6960500000000001,-0.0827,-0.1743,25.825000000000003,0.09559999999999999,0.02985,0.4858,-0.11975000000000001,-0.2678,33.255,0.10720000000000002,0.04953333333333333,0.6101500000000001,-0.06566666666666666,-0.18146666666666667,29.39,0.7512000000000001,0,0
Andaman and Nicobar,2022,1,0.0866,0.057999999999999996,0.4527,-0.051000000000000004,-0.06735,24.575,0.1147,0.0922,0.6960500000000001,-0.0827,-0.1743,25.825000000000003,0.09896666666666668,0.060016666666666676,0.54485,-0.08448333333333333,-0.16981666666666667,27.884999999999998,0.7512000000000001,0,0
Andaman and Nicobar,2022,2,0.13295,0.05985,0.5782499999999999,-0.0465,-0.21975,25.11,0.0866,0.057999999999999996,0.4527,-0.051000000000000004,-0.06735,24.575,0.11141666666666669,0.07001666666666667,0.5756666666666668,-0.06006666666666667,-0.1538,25.169999999999998,0.7512000000000001,0,0
Andaman and Nicobar,2022,3,0.10285,0.04735,0.55055,-0.11044999999999999,-0.17375000000000002,27.525,0.13295,0.05985,0.5782499999999999,-0.0465,-0.21975,25.11,0.10746666666666667,0.05506666666666668,0.5271666666666668,-0.06931666666666667,-0.15361666666666668,25.736666666666665,0.7512000000000001,0,0
Andaman and Nicobar,2022,4,0.17955,0.05185000000000001,0.42785,-0.13169999999999998,-0.25529999999999997,29.845,0.10285,0.04735,0.55055,-0.11044999999999999,-0.17375000000000002,27.525,0.13845000000000002,0.05301666666666667,0.5188833333333334,-0.09621666666666666,-0.21626666666666666,27.493333333333332,0.7512000000000001,0,0
Andaman and Nicobar,2022,5,0.09910000000000001,0.03445,0.70305,-0.0111,-0.23935,30.315,0.17955,0.05185000000000001,0.42785,-0.13169999999999998,-0.25529999999999997,29.845,0.12716666666666668,0.044550000000000006,0.5604833333333333,-0.08441666666666667,-0.2228,29.22833333333333,0.7512000000000001,0,0
Andaman and Nicobar,2022,6,0.11380000000000001,0.04555,0.659,0.051050000000000005,-0.14035,30.490000000000002,0.09910000000000001,0.03445,0.70305,-0.0111,-0.23935,30.315,0.1308166666666667,0.04395000000000001,0.5966333333333333,-0.03058333333333333,-0.2116666666666667,30.21666666666666,0.7512000000000001,1,0
Andaman and Nicobar,2022,7,0.20505,0.0726,0.7294999999999999,-0.039200000000000006,-0.0412,29.229999999999997,0.11380000000000001,0.04555,0.659,0.051050000000000005,-0.14035,30.490000000000002,0.13931666666666667,0.05086666666666667,0.6971833333333333,0.0002500000000000002,-0.1403,30.011666666666667,0.7512000000000001,1,0
Andaman and Nicobar,2022,8,0.16815,0.08895,0.5312,-0.00855,-0.17795,29.685000000000002,0.20505,0.0726,0.7294999999999999,-0.039200000000000006,-0.0412,29.229999999999997,0.16233333333333333,0.06903333333333334,0.6399,0.0011000000000000003,-0.11983333333333333,29.80166666666667,0.7512000000000001,1,0
Andaman and Nicobar,2022,9,0.17855,0.04765,0.70825,-0.08725,-0.1292,31.034999999999997,0.16815,0.08895,0.5312,-0.00855,-0.17795,29.685000000000002,0.18391666666666667,0.06973333333333334,0.6563166666666667,-0.045,-0.11611666666666667,29.983333333333334,0.7512000000000001,1,1
Andaman and Nicobar,2022,10,0.09375,0.0514,0.6754,-0.1167,-0.2997,26.215,0.17855,0.04765,0.70825,-0.08725,-0.1292,31.034999999999997,0.14681666666666668,0.06266666666666668,0.6382833333333333,-0.07083333333333333,-0.20228333333333334,28.97833333333333,0.7512000000000001,0,0
Andaman and Nicobar,2022,11,0.1256,0.0421,0.5085,-0.16720000000000002,-0.2111,31.5,0.09375,0.0514,0.6754,-0.1167,-0.2997,26.215,0.13263333333333335,0.04705000000000001,0.6307166666666667,-0.12371666666666667,-0.21333333333333335,29.58333333333333,0.7512000000000001,0,0
Andaman and Nicobar,2022,12,0.13315,0.0089,0.74155,-0.189,-0.34245000000000003,28.8,0.1256,0.0421,0.5085,-0.16720000000000002,-0.2111,31.5,0.11750000000000002,0.03413333333333334,0.6418166666666667,-0.15763333333333335,-0.2844166666666667,28.83833333333333,0.7512000000000001,0,0
Andaman and Nicobar,2023,1,0.10125,0.051100000000000007,0.72305,-0.07465,-0.2429,27.615000000000002,0.13315,0.0089,0.74155,-0.189,-0.34245000000000003,28.8,0.12,0.03403333333333334,0.6577000000000001,-0.14361666666666667,-0.26548333333333335,29.304999999999996,0.7512000000000001,0,0
Andaman and Nicobar,2023,2,0.1733,0.0405,0.6685,-0.08865,-0.14945,28.73,0.10125,0.051100000000000007,0.72305,-0.07465,-0.2429,27.615000000000002,0.13590000000000002,0.03350000000000001,0.7110333333333333,-0.11743333333333333,-0.24493333333333334,28.381666666666664,0.7512000000000001,0,0
Andaman and Nicobar,2023,3,0.06495000000000001,0.0334,0.6536,-0.09734999999999999,-0.2367,28.335,0.1733,0.0405,0.6685,-0.08865,-0.14945,28.73,0.1131666666666667,0.04166666666666668,0.6817166666666667,-0.08688333333333334,-0.20968333333333333,28.226666666666667,0.7512000000000001,0,0
Andaman and Nicobar,2023,4,0.1256,0.0637,0.44225000000000003,-0.06445,-0.1486,26.54,0.06495000000000001,0.0334,0.6536,-0.09734999999999999,-0.2367,28.335,0.12128333333333335,0.04586666666666668,0.5881166666666667,-0.08348333333333334,-0.17825000000000002,27.868333333333332,0.7512000000000001,0,0
Andaman and Nicobar,2023,5,0.1121,0.05664999999999999,0.5923499999999999,-0.13025,-0.22144999999999998,30.165,0.1256,0.0637,0.44225000000000003,-0.06445,-0.1486,26.54,0.10088333333333335,0.051250000000000004,0.5627333333333333,-0.09735,-0.20224999999999999,28.346666666666664,0.7512000000000001,0,0
Andaman and Nicobar,2023,6,0.1765,0.0911,0.7214,-0.04635,-0.17715,33.075,0.1121,0.05664999999999999,0.5923499999999999,-0.13025,-0.22144999999999998,30.165,0.13806666666666667,0.07048333333333334,0.5853333333333334,-0.08035,-0.1824,29.926666666666662,0.7512000000000001,1,0
Andaman and Nicobar,2023,7,0.0893,0.0665,0.72885,-0.00835,-0.04325,30.810000000000002,0.1765,0.0911,0.7214,-0.04635,-0.17715,33.075,0.1259666666666667,0.07141666666666668,0.6808666666666666,-0.06165,-0.14728333333333335,31.35,0.7512000000000001,1,0
Andaman and Nicobar,2023,8,0.1357,0.07794999999999999,0.5846,-0.027450000000000002,-0.0316,28.515,0.0893,0.0665,0.72885,-0.00835,-0.04325,30.810000000000002,0.13383333333333336,0.07851666666666668,0.6782833333333333,-0.027383333333333336,-0.08400000000000002,30.799999999999994,0.7512000000000001,1,0
Andaman and Nicobar,2023,9,0.1325,0.050449999999999995,0.76025,-0.05495,-0.17725000000000002,31.14,0.1357,0.07794999999999999,0.5846,-0.027450000000000002,-0.0316,28.515,0.11916666666666667,0.06496666666666667,0.6912333333333334,-0.030250000000000006,-0.08403333333333336,30.154999999999998,0.7512000000000001,1,0
Andaman and Nicobar,2023,10,0.0885,0.021249999999999998,0.44789999999999996,-0.06645,-0.33640000000000003,28.52,0.1325,0.050449999999999995,0.76025,-0.05495,-0.17725000000000002,31.14,0.1189,0.049883333333333335,0.5975833333333334,-0.04961666666666667,-0.18175000000000002,29.391666666666666,0.7512000000000001,0,0
Andaman and Nicobar,2023,11,0.03205,0.07225000000000001,0.63915,-0.04485,-0.18435,28.36,0.0885,0.021249999999999998,0.44789999999999996,-0.06645,-0.33640000000000003,28.52,0.08435000000000001,0.04798333333333335,0.6157666666666667,-0.05541666666666667,-0.2326666666666667,29.339999999999996,0.7512000000000001,0,0
Andaman and Nicobar,2023,12,0.09855,0.0515,0.60715,-0.10555,-0.20205,26.674999999999997,0.03205,0.07225000000000001,0.63915,-0.04485,-0.18435,28.36,0.07303333333333334,0.04833333333333334,0.5647333333333333,-0.07228333333333334,-0.24093333333333333,27.851666666666663,0.7512000000000001,0,0
Andhra Pradesh,2019,2,0.08642173913043479,0.05210434782608695,0.6294565217391304,-0.12772173913043477,-0.18051304347826086,27.6504347826087,0.09630000000000001,0.05027826086956521,0.6213217391304348,-0.11111304347826087,-0.20255652173913044,27.99434782608696,0.0913608695652174,0.05119130434782609,0.6253891304347826,-0.11941739130434782,-0.19153478260869566,27.822391304347825,0.519108695652174,0,0
Andhra Pradesh,2019,3,0.11934782608695653,0.05886521739130434,0.6022260869565218,-0.09058260869565218,-0.22878260869565215,29.001304347826085,0.08642173913043479,0.05210434782608695,0.6294565217391304,-0.12772173913043477,-0.18051304347826086,27.6504347826087,0.10068985507246377,0.05374927536231884,0.617668115942029,-0.10980579710144926,-0.20395072463768116,28.215362318840583,0.519108695652174,0,1
Andhra Pradesh,2019,4,0.10783913043478262,0.05024347826086956,0.6009173913043478,-0.13483478260869566,-0.17936521739130434,29.10130434782609,0.11934782608695653,0.05886521739130434,0.6022260869565218,-0.09058260869565218,-0.22878260869565215,29.001304347826085,0.10453623188405796,0.05373768115942029,0.6108666666666667,-0.11771304347826086,-0.19622028985507248,28.584347826086958,0.519108695652174,0,0
Andhra Pradesh,2019,5,0.11411739130434782,0.05151304347826087,0.595404347826087,-0.09496521739130435,-0.22718695652173912,28.507391304347824,0.10783913043478262,0.05024347826086956,0.6009173913043478,-0.13483478260869566,-0.17936521739130434,29.10130434782609,0.11376811594202899,0.05354057971014493,0.5995159420289855,-0.10679420289855072,-0.21177826086956522,28.87,0.519108695652174,0,0
Andhra Pradesh,2019,6,0.12412173913043478,0.07524347826086956,0.661504347826087,-0.02944782608695652,-0.1162695652173913,30.593478260869563,0.11411739130434782,0.05151304347826087,0.595404347826087,-0.09496521739130435,-0.22718695652173912,28.507391304347824,0.11535942028985507,0.059,0.6192753623188406,-0.0864159420289855,-0.17427391304347828,29.40072463768116,0.519108695652174,1,0
Andhra Pradesh,2019,7,0.15354782608695652,0.0812,0.6544217391304348,-0.02266086956521739,-0.12842608695652175,29.02913043478261,0.12412173913043478,0.07524347826086956,0.661504347826087,-0.02944782608695652,-0.1162695652173913,30.593478260869563,0.13059565217391303,0.06931884057971015,0.6371101449275363,-0.049024637681159416,-0.15729420289855073,29.376666666666665,0.519108695652174,1,1
Andhra Pradesh,2019,8,0.13761304347826087,0.0747391304347826,0.687004347826087,-0.02657391304347826,-0.14573478260869566,29.485217391304346,0.15354782608695652,0.0812,0.6544217391304348,-0.02266086956521739,-0.12842608695652175,29.02913043478261,0.13842753623188406,0.07706086956521739,0.6676434782608696,-0.026227536231884056,-0.13014347826086956,29.702608695652174,0.519108695652174,1,1
Andhra Pradesh,2019,9,0.15193478260869564,0.07605217391304349,0.6627173913043478,-0.01981739130434783,-0.1121695652173913,29.735217391304346,0.13761304347826087,0.0747391304347826,0.687004347826087,-0.02657391304347826,-0.14573478260869566,29.485217391304346,0.14769855072463767,0.07733043478260869,0.6680478260869566,-0.023017391304347826,-0.1287768115942029,29.416521739130438,0.519108695652174,1,1
Andhra Pradesh,2019,10,0.11565217391304349,0.05753043478260869,0.6030347826086956,-0.10982173913043479,-0.21647391304347827,28.552608695652175,0.15193478260869564,0.07605217391304349,0.6627173913043478,-0.01981739130434783,-0.1121695652173913,29.735217391304346,0.13506666666666667,0.06944057971014493,0.6509188405797102,-0.05207101449275362,-0.15812608695652175,29.257681159420287,0.519108695652174,0,0
Andhra Pradesh,2019,11,0.12066956521739129,0.042273913043478266,0.5832130434782609,-0.08546521739130435,-0.1784304347826087,27.39217391304348,0.11565217391304349,0.05753043478260869,0.6030347826086956,-0.10982173913043479,-0.21647391304347827,28.552608695652175,0.12941884057971015,0.058618840579710146,0.6163217391304348,-0.07170144927536232,-0.16902463768115944,28.56,0.519108695652174,0,0
Andhra Pradesh,2019,12,0.10094782608695653,0.04576086956521739,0.5956565217391304,-0.09031304347826087,-0.20009999999999997,28.23478260869565,0.12066956521739129,0.042273913043478266,0.5832130434782609,-0.08546521739130435,-0.1784304347826087,27.39217391304348,0.1124231884057971,0.04852173913043479,0.5939681159420289,-0.09519999999999999,-0.19833478260869566,28.05985507246377,0.519108695652174,0,0
Andhra Pradesh,2020,1,0.09397826086956522,0.045986956521739134,0.6220695652173913,-0.08100869565217392,-0.22426521739130437,28.43826086956522,0.10094782608695653,0.04576086956521739,0.5956565217391304,-0.09031304347826087,-0.20009999999999997,28.23478260869565,0.10519855072463767,0.044673913043478265,0.6003130434782609,-0.08559565217391304,-0.200931884057971,28.02173913043478,0.519108695652174,0,0
Andhra Pradesh,2020,2,0.11032173913043478,0.05654782608695652,0.5630739130434782,-0.08046086956521739,-0.2172478260869565,27.487826086956524,0.09397826086956522,0.045986956521739134,0.6220695652173913,-0.08100869565217392,-0.22426521739130437,28.43826086956522,0.10174927536231884,0.04943188405797101,0.5936,-0.08392753623188406,-0.2138710144927536,28.053623188405798,0.519108695652174,0,1
Andhra Pradesh,2020,3,0.10949565217391305,0.05376521739130435,0.6673739130434783,-0.08641739130434782,-0.19294782608695654,28.351739130434783,0.11032173913043478,0.05654782608695652,0.5630739130434782,-0.08046086956521739,-0.2172478260869565,27.487826086956524,0.10459855072463768,0.05210000000000001,0.6175057971014493,-0.08262898550724639,-0.21148695652173916,28.092608695652174,0.519108695652174,0,1
Andhra Pradesh,2020,4,0.09617826086956521,0.04508260869565217,0.6231565217391304,-0.11359130434782609,-0.21825652173913043,27.226521739130437,0.10949565217391305,0.05376521739130435,0.6673739130434783,-0.08641739130434782,-0.19294782608695654,28.351739130434783,0.105331884057971,0.05179855072463768,0.617868115942029,-0.09348985507246377,-0.20948405797101446,27.688695652173916,0.519108695652174,0,1
Andhra Pradesh,2020,5,0.09569565217391304,0.04002608695652174,0.5912391304347826,-0.1237086956521739,-0.17635217391304348,29.53478260869565,0.09617826086956521,0.04508260869565217,0.6231565217391304,-0.11359130434782609,-0.21825652173913043,27.226521739130437,0.10045652173913044,0.046291304347826086,0.6272565217391304,-0.10790579710144928,-0.19585217391304346,28.371014492753623,0.519108695652174,0,1
Andhra Pradesh,2020,6,0.15341304347826087,0.07293478260869565,0.6444304347826086,-0.028195652173913042,-0.13301739130434784,29.198260869565214,0.09569565217391304,0.04002608695652174,0.5912391304347826,-0.1237086956521739,-0.17635217391304348,29.53478260869565,0.11509565217391303,0.05268115942028986,0.6196086956521739,-0.08849855072463768,-0.17587536231884057,28.6531884057971,0.519108695652174,1,1
Andhra Pradesh,2020,7,0.1227608695652174,0.07389565217391304,0.6652565217391304,-0.045069565217391305,-0.099,27.86,0.15341304347826087,0.07293478260869565,0.6444304347826086,-0.028195652173913042,-0.13301739130434784,29.198260869565214,0.12395652173913044,0.06228550724637682,0.6336420289855073,-0.06565797101449275,-0.1361231884057971,28.864347826086956,0.519108695652174,1,1
Andhra Pradesh,2020,8,0.12333913043478262,0.07760434782608695,0.6803347826086956,-0.0441,-0.1173391304347826,29.43913043478261,0.1227608695652174,0.07389565217391304,0.6652565217391304,-0.045069565217391305,-0.099,27.86,0.13317101449275362,0.07481159420289854,0.6633405797101449,-0.039121739130434784,-0.11645217391304348,28.83246376811594,0.519108695652174,1,1
Andhra Pradesh,2020,9,0.13366086956521742,0.06715217391304348,0.6224478260869565,-0.027521739130434784,-0.10343913043478262,29.01521739130435,0.12333913043478262,0.07760434782608695,0.6803347826086956,-0.0441,-0.1173391304347826,29.43913043478261,0.12658695652173915,0.0728840579710145,0.6560130434782608,-0.03889710144927537,-0.1065927536231884,28.77144927536232,0.519108695652174,1,0
Andhra Pradesh,2020,10,0.0998,0.049226086956521746,0.5414173913043479,-0.08745652173913043,-0.19761304347826086,27.945652173913043,0.13366086956521742,0.06715217391304348,0.6224478260869565,-0.027521739130434784,-0.10343913043478262,29.01521739130435,0.11893333333333332,0.0646608695652174,0.6147333333333334,-0.05302608695652174,-0.13946376811594202,28.8,0.519108695652174,0,1
Andhra Pradesh,2020,11,0.10727391304347825,0.05539130434782609,0.651095652173913,-0.08718695652173913,-0.22391739130434782,27.558695652173913,0.0998,0.049226086956521746,0.5414173913043479,-0.08745652173913043,-0.19761304347826086,27.945652173913043,0.11357826086956521,0.057256521739130435,0.6049869565217392,-0.06738840579710145,-0.17498985507246376,28.173188405797102,0.519108695652174,0,0
Andhra Pradesh,2020,12,0.09449565217391305,0.049999999999999996,0.6071304347826088,-0.0926304347826087,-0.1860913043478261,28.71521739130435,0.10727391304347825,0.05539130434782609,0.651095652173913,-0.08718695652173913,-0.22391739130434782,27.558695652173913,0.1005231884057971,0.05153913043478261,0.5998811594202899,-0.0890913043478261,-0.2025405797101449,28.0731884057971,0.519108695652174,0,0
Andhra Pradesh,2021,1,0.08876956521739131,0.03986521739130435,0.6266782608695652,-0.09187391304347826,-0.18460000000000001,28.78391304347826,0.09449565217391305,0.049999999999999996,0.6071304347826088,-0.0926304347826087,-0.1860913043478261,28.71521739130435,0.09684637681159422,0.04841884057971014,0.6283014492753624,-0.09056376811594202,-0.19820289855072462,28.352608695652176,0.519108695652174,0,1
